Summary,Dominant Topic
"enroute crew got lost 22,000 foot mountain tibet . bad weather prevented pilot getting bearing radio station .",2
poor weather conditions .,1
shot anti-aircraft fire normandy invasion .,8
"discintigrated mid-aid . jack pad removed right wing root . left 4 large holes directly fuel tanks directly line exhaust . throttles cut descend , flame went far back holes . flames went around fuel tank , igniting fumes blew wing .",9
"diverted kweilin chunking minimums . holding kweilin 3 hours , ran gas , hit mountain demolished .",9
river .,0
disappeared iceland newfoundland .,2
"approached land , began climb able gain sufficient altitude clear cloud shrouded cliff .",2
"taking dark , 's wingtip collided jackpole mast anchored liberty ship slipped anchor drifted , unlighted , seaplane area . spun control , ocean sank .",3
severe thunderstorm possibly hit lightning losing engines .,1
third attempt lift water sank ocean . loss control due captain 's inexperience handling particular type . named 'hong kong clipper . ',3
"navy lieutenant joseph p. kennedy jr. , 29 , brother president john f. kennedy , killed flying mission england world war ii . kennedy volunteered operation aphrodite completing two full combat tours killed explosive-laden pb4y flying blew air . intending aim ship bail , leaving another guide pb4y via remote control german submarine pen french coast ; apparently exploded armed switches . photographichase president franklin roosevelt 's son , elliot roosevelt , board .",9
bomber school cafe attempting land warton air depot poor weather . crash occurred thunderstorm heavy rain winds . windshear .,7
residential area poor visiblility attemping land trans-atlantiflilght .,3
fog .,0
"went missing merauke cairns . last radio contact 15 minutes eta . scientifiexpedition found wreckage january 1989 , 65 km northwest cairns height 1,200 meters .",3
struck side mountain full . cause unknown weather conditions suspected .,1
missing france spain . shot american bristol beau allied night fighter .,7
wing separated fuselage penetrated thunderstorm .,9
"final approach one engine shut-down , stalled 10 water hull ruptured impact .",9
mountain poor weather conditions .,1
shot british mosquito fighters .,7
broke-up either due explosion catastrophistructural failure .,9
"wing separated entering thunderstorm encountering severe turbulence . failure airplane 's structure result severe turbulence , important contributing cause fact airplane undoubtedly abnormal attitude , i.e . , inverted , instant structural failure . cause airplane becoming inverted determined .",1
"flying low overcast , struck hill , exploded burned .",7
shot german patrol boat .,8
flew digboi mountain losing engines .,7
burned 6.5 west northwest bubank airport dense fog . pilot 's deviation standard instrument approach procedure descent established safe minimum altitude . contributing factor company 's failure enforce adherence company procedures .,3
"disappeared english channel bedford england paris , france . band leader musician glenn miller , 40 , killed along officer john morgan lt. colonel norman baessell . theorized may hit bombs jettisoned english channel raf bombers way home unsuccessful raid . wreckage bodies never found .",3
strong winds,5
"1.25 short intended landing area nose-down attitude great speed broke water . first officer 's failure realize proximity water correct attitude normal landing lack adequate supervision captain landing , resulting inadvertent water excess normal landing speed nose-down attitude . named china clipper .",3
", lost fog , verdugo mountains , attempting reach palmdale airport , alternate landing site , unable land burbank airport . company ground personnel failed obtain transmit important weather pilot . improperly executed missed approach pilot . actress donna reed returning juarez obtained divorce husband bumped prior takeoff make room military officer holding wartime-travel priority pass .",1
struck mountain .,7
hill encountering fog bank climbing sufficient time avoid terrain .,7
struck mountain flying low clouds poor visibility .,7
san francisco bay shortly taking . right wing struck water made wide turn .,7
"flew summit glade mountain 3,900 ft. , heavy rain turbulence . pilot 's failure properly plan remain safe instrument altitude existing conditions . contributing cause accident company 's laxity dispatching supervising .",7
disappeared .,7
struck mountain himalayas poor weather conditions .,1
"slope cheat mountain 2,100 ft. , 7 east northeast morgantown . action pilot continuing mountainous terrain instrument conditions , minimum authorized instrument altitude .",7
transport hillside took heavy fog guildford airport .,7
missing evacuation berlin munich .,7
broke-up entering area thunderstorms . initial structural failure involved elevator followed entire .,9
"lost engine takeoff , settled back runway , overran runway , rolled right drainage ditch burned . engine failure critical point take-off followed pilot executing emergency landing unfavorable conditions . contributing factors strong gusts ground turbulence prevailed time presence deep ditch near runway .",3
hill shortly taking sorido airstrip . cause unknown .,7
"flying low poor visiblity , struck radar tower , lost right wing , burned . pilot error . flying vfr ifr conditions .",1
went spin wooded area caught fire .,7
mountains .,7
disappeared atlanticoast sending distress message . witness observed hit water 45 degree angle . wreckage bodies ever found .,7
"mountain carstenz range altitude 14,200 ft. wreckage discovered december 1970 .",7
burned hillside experiencing engine failure .,3
village exploding destoying several houses .,8
disappeared trans-atlantiflight montreal england .,1
shortly take lake victoria .,7
"deviating course 8 avoid military traffic , two planes collided 3,000 ft. commercial pilot landed corn field . two occupants a-26 ( 33-35553 ) killed one parachuted safely . one infant killed dc-3 . lack vigilance part pilots , resulting failure pilot see time avoid collision .",3
"u.s. army air force 79th floor empire state building heavy fog . lt. col. william franklin smith jr. , pilot , became disoriented trying land newark airport . lt. smith told 3 hour wait land newark . impatient get ground , falsely declared official business la guardia airport intention diverting newark soon cleared . 12 ton smashed 20 ft. hole building . fuel ruptured gas tanks poured set two floors ablaze killing 10 people . one engine exited south side building plunged penthouse . second engine entered elevator shaft severed cables plunging car elevator operator 1,000 sub basement . despite suffering broken back legs , survived .",1
